airline_sentiment;airline;text
neutral;Southwest;@SouthwestAir I would love a great deal from bwi to las Memorial Day weekend aka my bday weekend 😬
negative;US Airways;@USAirways over two hours on hold to talk to an agent..then it disconnects me.  been trying for two days! Wtf! Hire some CSRs u make $ now
neutral;American;@AmericanAir 901 #Miami to #Rio to participate at @RCM_Oficial representing @CisnerosMedia #yourstoryhere
negative;American;@AmericanAir AA919 flight attendant freaks out and leaves aircraft as passengers react to a 24h delay and cattle treatment. Surreal!
negative;United;@united Appreciated, but in this case we waited an extra 55 minutes for a lost mechanic to fax the log. Fax...like in the 80s.
negative;Delta;@jetblue I'm dissapointed in the way paseengers on flight 0510 in Santo Domingo have been treated. 9hrs to board the plane and no info given
positive;Southwest;@SouthwestAir #RedCarpet Southwest Companion Pass would be great!
neutral;American;@AmericanAir Both pictures taken at the same time but which is right? #totallyconfused http://t.co/dvSLtQZKmQ
negative;American;Is rudeness and poor customers service a job requirement at @AmericanAir ? Been waiting 28hrs and still haven't even seen one plane😡
positive;American;@AmericanAir Great seats on this aircraft!
positive;Southwest;@SouthwestAir I (heart) my CP status. Sure would be nice to have though.
negative;US Airways;@USAirways what is wrong in Boston? Why are only your plains not leaving tonight? Son needs to get back to state college, PA
negative;United;@united, any options to cos tonight? Doesn't look like #UA5525 will make it in time for #UA6259. Should I reserve a hotel room?
positive;Southwest;@SouthwestAir I miss mine terribly. A +1 for my 30th anniversary would be amazing. It would mean LUV is in the air. #dontmakemebeg
negative;Delta;@JetBlue. A bunch of flights are delayed from FFL to Northeast destinations. No announcements at the gate. What's going on?
positive;Southwest;@SouthwestAir yes please!
neutral;Southwest;@SouthwestAir is service to Aruba being permanently discontinued in August?
negative;Southwest;@SouthwestAir You've inspired me to start my own airline to combat your weak ass airline. sick of this shit
negative;Delta;@JetBlue oh right! Me and hundred people arrived back to the same gate we left minutes ago in SDQ http://t.co/7gB0hgW51t
negative;American;@AmericanAir @kaps12 this is an international airline that experienced record profits last quarter. But they can't staff a call center
negative;Delta;@JetBlue 2nd time in a row a flight out of jfk a disaster. Last time I wasn't allowed to fly stndby, now a 2 hour delay w/out notification
neutral;American;@AmericanAir Yo, could that be a catering truck before mine eyes?  Unmoving? http://t.co/ASW6QwUf1Z
neutral;United;"@united on the plane. I was thoughtful enough to ask for it and got it; there are prob others that also deserved it"
negative;American;@AmericanAir @cjdjpdx not a valid response in 2015 for a multinational corp whose profits are measured in billions. Stop understaffing!
negative;United;@united i sure will
negative;US Airways;@USAirways ur specialist said they would talk to the stewardess about not serving drunks drinks, REALLY how does that help
negative;American;@AmericanAir , sitting on plane for 2.5hrs at gate due to computer sys issue, at what point do you Cancelled Flight a flight?, ridiculous @PHLAirport
neutral;Southwest;@SouthwestAir flights still going to DAL?
neutral;American;@AmericanAir @superyan I did hear a last call for boarding of this flight when I was at JFK a few hours ago. good luck w/flights!
negative;US Airways;@USAirways @AmericanAir USAIR #703 has returned to PHL due to issues with the fire detectors. What happens next?
negative;American;@AmericanAir @jameswester see, James, we only have 7 dedicated inbound phone lines because telephones eat into our billions in profits
negative;US Airways;@USAirways PLEASE HELP need our plane to wait to go to #ELMIRA on Tarmac over an hr baggage took 45 and still not here thru customs
neutral;Southwest;@SouthwestAir gimme
negative;US Airways;@USAirways so I guess you are ok with people being sexually assaulted on your flights nice customer service
neutral;Delta;@JetBlue We're flight 1472 FFL to LGA. Scheduled departure 8:15p.
negative;United;"@United is truly the drunk uncle of boarding. Don't believe gate agent that overhead is full; don't reserve aisle http://t.co/cdZhTyd0aK"
negative;Southwest;@southwestair on flight 3130 and I paid $8 for wifi that can't load a website functionally except for your own live streaming. Unacceptable.
negative;American;@AmericanAir Been trying to call all day, get hung up on every time. Your guys are horrible!
neutral;American;@AmericanAir @kconti44 This looks like JFK - had a great pic of the OneWorld jets lined up on the opposite side #Air Berlin, LAN and AA.
neutral;Delta;@JetBlue you're taking me to New Orleans in two weeks so I'll picture that while I shiver #forevercold
positive;American;@AmericanAir no worries even though I was talking about seat assignment :)
negative;American;@AmericanAir well done, you have taken the fun out of air travel @PHLAirport
positive;Southwest;@SouthwestAir YES please....How do we get that companion pass?
negative;Delta;"@JetBlue I've heard your new in flight tap to pay readers accept ONLY Apple Pay. I thought that was impossible &amp; certainly not EMV compliant"
positive;American;@AmericanAir thanks for the show! 👍
neutral;American;@AmericanAir @HeyMyNameIsSEAN Sean if you look at the AA schedule it sometimes gives you a clue if new'airplanes are used. They are gr8
negative;American;@AmericanAir spoke too soon. 30 min Late Flightr still waiting for bags to load. Some sympathy would be appreciated at the very least.
positive;American;@AmericanAir that's ok, thanks for letting me know. Appreciate all the responses.
neutral;Southwest;.@SouthwestAir Well, we all need something to aim for.
neutral;US Airways;@USAirways do you know what flight the pilots for 1581 are coming in on? Thanks.
negative;American;@AmericanAir thanks. Now my carry on that you guys insisted be checked at the gate is missing. Won't be here till Late Flight tomorrow morning.
negative;Delta;".@JetBlue ooookay @ABC that's silly of you. guess we're ""watching"" the oscars purely on Twitter reactions tonight. #oscars"
negative;US Airways;@USAirways @AmericanAir Not providing pilots for your flights: is this a new feature of your merger? #efficencies
positive;Southwest;@SouthwestAir.   50th Anniversary on April 10th. Still. Sweethearts.  Companions.  Lifetime.  Sons.  Families. Love.
positive;Southwest;@SouthwestAir lol I already am ! I am a card member as well too lol i enjoy flying with you Guys
positive;Delta;@JetBlue Thank you. Fingers crossed.
negative;American;@AmericanAir been waiting on hold for more than an hour
positive;American;@AmericanAir I ended up on a flight to LA my fourth time on standby. Thanks! http://t.co/NA5G5EAKPA
negative;Delta;@JetBlue how do we watch the oscars though right now?! No abc on flight :( #missingtheoscars
negative;Southwest;@SouthwestAir staff was overall awful through multiple airports would have switched airlines if another flight was available
negative;Delta;"@JetBlue @julesdameron ""Considering?"" #Accessibility is an absolute MUST! #Equality"
negative;American;@AmericanAir Can you help with my Cancelled Flightled flight -- I'd like to book another flight...I've been on hold for 95 minutes and counting....
negative;US Airways;@USAirways @AmericanAir  worst customer service ever how can you let people be assaulted on your flights and do nothing about it
negative;American;@AmericanAir Yes, it says my reservation cannot be retrieved at this time. Also I never got an email from AA saying my flight was Cancelled Flightled.
negative;US Airways;@USAirways your service at PHL is abysmal. An hour on the runway waiting for a gate, no information anywhere, missed my connection abysmal!
positive;Delta;@JetBlue thanks for the quick response! Fingers crossed the plane gets here then
negative;Southwest;"@SouthwestAir everyone deserves red carpet tx until they destroy your luggage &amp;only give you $75 voucher, like I want to fly w/them again!"
negative;United;@united I'm on UA1118 and my direct tv isn't working.  How do I avoid this in future?
negative;US Airways;@USAirways @AmericanAir how is it possible that someone is drunk they bring a wheelchair for them but you keep serving them
